type,key_area,key_attribute,theme,capability,E1,E2,E3,E4,E5,E6
skill,Quality & Testing,Testing Across the Stack,Test authoring & implementation quality,SWE-03,"Depth: Writes unit tests with guidance; tests own changes before merging.

Evidenced by: Writes readable arrange-act-assert tests that assert behavior, not implementation, using the team's harnesses correctly and fixing a failing test by understanding it rather than snapshot-updating past it.","Depth: Applies the testing pyramid; everything shipped arrives tested; mocks dependencies sensibly.

Evidenced by: Writes tests that survive refactoring — queries UI the way a user would, isolates external systems with typed fakes at the right boundary, covers error paths and keeps tests deterministic.","Depth: Designs testable systems (contract, property-based, replay from prod); owns a test strategy.

Evidenced by: Builds the test infrastructure others write tests with — factories, fixtures, network mocking — making good tests the path of least resistance, and diagnoses the deep flake causes (async races, shared state, clock) to root cause.","Depth: Expert in test strategy at scale (test data, environments, deployment safety).

Evidenced by: Fixes the systemic testing problems across teams — flake sources, slow suites, mock sprawl — providing shared harnesses and coaching teams out of brittle-test patterns.","Depth: Sets testing/verification discipline across the org.

Evidenced by: Sets org-wide test-authoring standards and the tooling that enforces them, keeping suite runtime and reliability inside explicit budgets.","Depth: Shapes the company-wide quality culture; advances verification practice.

Evidenced by: Directs company-level test-infrastructure investment as a productivity multiplier, with authored practice visible in the highest-stakes systems."
skill,Quality & Testing,Testing Across the Stack,Integration & end-to-end confidence,QA-06,"Depth: Automates defined UI flows using existing patterns, with scripts reviewed for reliability.

Evidenced by: Runs the end-to-end suite locally and reads its failures to the failing step, updating existing journey tests when their change breaks one, with guidance.","Depth: Builds and maintains stable end-to-end UI tests independently for standard journeys.

Evidenced by: Writes stable integration and end-to-end tests for their features' critical paths — user-facing selectors, controlled test data, no arbitrary sleeps — and quarantines flake rather than retrying it blind.","Depth: Stabilizes flaky, complex end-to-end flows and designs resilient locator and wait strategies.

Evidenced by: Decides what a capability verifies at which layer — contract tests at API seams, a thin E2E set for revenue paths — keeping the suite's runtime and flake rate inside budget.","Depth: Defines UI and end-to-end automation patterns others adopt for reliability at scale.

Evidenced by: Establishes contract-testing and integration infrastructure across team boundaries — environments, seeded data, contract-test governance — so teams deploy independently without integration freezes.","Depth: Sets end-to-end automation strategy and anticipates challenges from evolving interfaces.

Evidenced by: Owns the org's pre-production confidence strategy, deciding the environment topology and what may only be verified in production behind flags.","Depth: Defines authoritative end-to-end automation practice that shapes the discipline.

Evidenced by: Accountable for company-level release-confidence architecture, including the economics of environments versus production-testing investment."
skill,Quality & Testing,Defect Response & Prevention,Debugging & root-cause analysis,SWE-06,"Depth: Debugs issues in own code with support; uses basic tooling.

Evidenced by: Reproduces a bug reliably before changing code, isolating with logs, breakpoints, and browser devtools in either runtime, and asks for help with a written summary of what's ruled out.","Depth: Independently diagnoses defects in own area systematically.

Evidenced by: Traces defects across the stack unaided — UI symptom to network to service to query — stating a hypothesis before each experiment and using profilers to find hot paths instead of guessing.","Depth: Leads diagnosis of hard, cross-cutting failures; root cause not symptoms.

Evidenced by: Is the debugger of last resort for a capability, cracking the intermittent, race-condition, and heisenbug class from heap snapshots, CPU profiles, and traces, and turns each root cause into a regression test and a prevention.","Depth: Expert at the rare/systemic failures; builds tooling that makes them visible.

Evidenced by: Leads cross-team investigations where no single team can see the whole failure, building or standardizing the diagnostic tooling that shortens everyone's time-to-cause, and teaches the method while doing it.","Depth: The person called for the worst failures; sets diagnostic practice org-wide.

Evidenced by: Raises the organization's debugging capability — runbooks, tooling, teaching — so hard problems stop requiring them personally.","Depth: Authority on diagnosis; advances the discipline.

Evidenced by: Handles the company-critical unknowns — the defects with existential stakes — and grows the org's capacity to handle the next one without them."
skill,Quality & Testing,Defect Response & Prevention,Quality ownership & prevention,QA-14,"Depth: Compiles defined quality metrics into standard reports under review.

Evidenced by: Verifies their own work before review — runs it, tests the unhappy paths, checks the acceptance criteria — rather than relying on reviewers to catch problems.","Depth: Produces meaningful quality reports independently, selecting relevant metrics for routine needs.

Evidenced by: Monitors their changes after deploy and fixes what they broke without being asked, tracking their defects to closure.","Depth: Designs metrics that reveal real quality signals in ambiguous, contested contexts.

Evidenced by: Owns a capability's quality metrics — escaped defects, change failure rate — and changes the process, not just the code, when they slip.","Depth: Defines the quality-metrics framework and reporting patterns others adopt.

Evidenced by: Builds the quality gates and review standards several teams operate, and intervenes with data when a team's failure rate drifts.","Depth: Sets quality-measurement strategy and anticipates which signals will matter as delivery evolves.

Evidenced by: Owns org-level quality outcomes, reporting DORA-style metrics to leadership and directing the practice changes they imply.","Depth: Defines what meaningful quality measurement means for the field and influences its practice.

Evidenced by: Sets the company's quality-vs-speed posture and is answerable for it in front of customers."
skill,Delivery & Operations,Delivery Pipeline,Build & CI pipelines,OPS-02,"Depth: Uses and makes guided fixes to existing pipelines.

Evidenced by: Keeps their branch green — reads CI failures to the root cause, reproduces them locally, and fixes them before asking for review; never merges on red.","Depth: Independently builds and improves pipelines for their area.

Evidenced by: Integrates small and often and fixes pipeline config for their area — adds checks, caches dependencies, parallelizes slow stages — treating a broken main build as their interrupt.","Depth: Designs deployment safety (progressive delivery, rollback) for a domain.

Evidenced by: Owns pipeline health for a capability and keeps it fast — build times within budget, flakes quarantined with follow-through, gating on the checks that matter (types, lint, tests, bundle size) — treating a slow pipeline as an incident, not a fact of life.","Depth: Expert in delivery engineering at scale; sets standards across teams.

Evidenced by: Builds or overhauls the shared build platform (monorepo task graphs, remote caching, merge queues, affected-only builds) that keeps CI fast for many teams at once, measurably improving their lead time.","Depth: Defines the org's delivery/release philosophy.

Evidenced by: Owns the org's delivery metrics and pipeline strategy, reporting DORA-style measures to leadership and directing investment at the biggest bottleneck.","Depth: Advances release engineering practice company-wide.

Evidenced by: Sets company delivery strategy — build-vs-buy on CI, engineering-productivity investment — with the business case attached."
skill,Delivery & Operations,Delivery Pipeline,Release & deployment practices,OPS-30,"Depth: Follows the release process exactly — flags, staged rollout steps, verification checklists — verifies their change in production, and rolls back with guidance.

Evidenced by: Runs their first production deploy behind a feature flag exactly as the release runbook specifies, watches the rollout dashboard until it's clean, and asks their buddy to confirm before closing out the checklist.","Depth: Ships behind flags with a rollback plan by default, monitors rollouts and reverts on their own judgment when signals degrade, and writes changes that tolerate both versions running during rollout.

Evidenced by: Ships a pricing-page change behind a flag, notices the conversion-rate panel dip 20 minutes into a 10% rollout, and rolls it back themselves without waiting for anyone's sign-off — then writes the one-line rollback note in the channel.","Depth: Designs the rollout for risky changes — canary criteria, migration sequencing, flag lifecycle, kill switches — and reviews others' rollout plans for blast radius; the person teams ask how to ship something safely.

Evidenced by: Writes the rollout plan for a payments-schema migration — canary percentage, the exact metric that triggers an automatic halt, and a kill switch that reverts to the old code path in under a minute — and is the reviewer three other engineers send their own risky rollout plans to before shipping.","Depth: Builds progressive-delivery machinery multiple teams release through (flag platforms, automated canary analysis, automated rollback), retiring deploy patterns that cause repeat incidents and measurably raising deploy frequency.

Evidenced by: Builds the automated-canary-analysis service that now gates every deploy across four teams, replacing the ad hoc 'watch the dashboard for ten minutes' ritual that had caused two repeat incidents that quarter.","Depth: Owns release policy for an organization and its delivery metrics — rollout standards, freeze rules, environment strategy — dismantling ceremony that adds no safety.

Evidenced by: Sets the org-wide rule that no service may deploy without an automated rollback path, retires the manual change-approval-board process that added a day of ceremony without catching a single bad deploy in a year, and reports both changes' effect on deploy frequency to leadership.","Depth: Sets how an entire company's software reaches customers — the risk posture products ship under — and defends it to executives, auditors, and regulators.

Evidenced by: Defends the company's canary-rollout policy to a regulator during an audit after a customer-facing incident, and is the one who signs off on the policy staying as-is rather than reverting to slower, more ceremonial releases."
skill,Delivery & Operations,Delivery Pipeline,Developer tooling & environment,OPS-27,"Depth: Maintains existing self-service platform components under review, addressing documented user requests.

Evidenced by: Sets up and operates the local dev environment from the docs, fixing their own environment problems before escalating and filing reproducible reports when tooling breaks.","Depth: Independently builds and supports standard platform capabilities and templates for routine developer needs with review.

Evidenced by: Improves the tooling friction they personally hit — a slow build, a missing lint rule, a stale README, a tsconfig fix — and upstreams the fix instead of working around it, upgrading dependencies safely with changelogs read before major bumps.","Depth: Designs self-service workflows for ambiguous needs, reducing friction and resolving hard abstraction and adoption issues.

Evidenced by: Owns the developer experience of a capability's codebase — TS project references, bundler config, CI caching, lint/format automation, upgrade cadence — measuring dev-loop time before and after changes; new engineers ship in days because of it.","Depth: Defines platform architecture and golden paths others adopt, solving deep developer-experience and leverage problems.

Evidenced by: Designs the monorepo and shared-tooling layer multiple teams work inside, landing the risky upgrades (TypeScript majors, bundler swaps) with codemods and migration docs, and measures adoption rather than assuming it.","Depth: Sets organization-wide platform strategy, anticipating how developer-experience engineering should evolve.

Evidenced by: Drives org developer-productivity strategy with survey and telemetry data, owning the platform roadmap and its DX metrics.","Depth: Defines what excellent platform engineering means for the field, shaping industry developer-experience practice.

Evidenced by: Makes the company's foundational tooling bets (build systems, repo topology, language and runtime upgrades, AI-assisted development posture)."
skill,Delivery & Operations,Production Operations,Observability & monitoring,OPS-05,"Depth: Understands logs/metrics/traces; reads existing dashboards.

Evidenced by: Finds their change's logs, metrics, traces, and browser error reports in the standard dashboards, and adds structured log lines with useful context per team conventions.","Depth: Instruments their services; builds dashboards; tunes alerts to limit noise.

Evidenced by: Instruments their features across the stack before shipping — structured logs, metrics, trace spans that cross the client/server boundary — and answers ""is it working?"" from telemetry, not vibes.","Depth: Designs observability for complex systems (end-to-end traces, quality signals, cost attribution).

Evidenced by: Defines the SLIs/SLOs for a capability and builds alerts on symptoms, not causes — dashboards on-call actually uses — deleting noisy alerts as deliberately as adding signal, and rejects unobservable designs in review.","Depth: Expert in instrumentation trade-offs at scale, incl. privacy-safe logging.

Evidenced by: Standardizes observability across teams — shared instrumentation libraries, trace propagation, log schema, alert-quality reviews — so cross-team incidents are traceable end to end, with measured pager-load reductions.","Depth: Defines org observability strategy.

Evidenced by: Owns the org's observability strategy and SLO program, including its cost curve, making reliability legible to leadership.","Depth: Shapes company-wide operational visibility; advances practice.

Evidenced by: Sets company reliability-measurement standards and the external commitments (SLAs) grounded in them, answering for the telemetry bill and its value."
skill,Delivery & Operations,Production Operations,Incident response & postmortems,OPS-06,"Depth: Responds to alerts with support; follows runbooks; escalates appropriately.

Evidenced by: Follows the runbook during incidents, escalates early with a clear symptom report, and narrates what they see in the incident channel rather than debugging silently; contributes accurate timelines to postmortems while shadowing on-call.","Depth: Triages and resolves routine incidents; clear notes; takes on-call.

Evidenced by: Takes on-call for their component and mitigates common failures unaided, prioritizing user impact over root cause in the moment, communicating status on the expected cadence, and writing postmortems that name contributing causes, not culprits.","Depth: Leads response to complex failures; blameless postmortems; same failure never recurs.

Evidenced by: Runs incident command for a capability's severe incidents — coordinates responders, makes the mitigate-vs-diagnose call under pressure, communicates to stakeholders in their language — and drives postmortem actions to actual completion, not just filed.","Depth: Expert in incident-management design (rotations, severity, escalation).

Evidenced by: Commands incidents that cross team boundaries and fixes the systemic reliability problems recurring across teams' postmortems, coaching new incident commanders and upgrading the practice itself (severity taxonomy, review quality, on-call health).","Depth: Commands the highest-severity incidents; sets incident process org-wide.

Evidenced by: Owns the org's incident program and learning loop — readiness, postmortem culture, error-budget policy — reviewing severity trends with leadership and directing reliability investment.","Depth: Sets the company's incident philosophy; calm authority in the worst moments.

Evidenced by: Is accountable for company-level major-incident handling, including executive and customer communication and the credibility of the postmortem process after the worst days."
skill,Security,Application Security,Secure coding & vulnerability prevention,OPS-08,"Depth: Understands core appsec; follows practices and flags concerns.

Evidenced by: Uses the framework's safe defaults and never bypasses them — parameterized queries, escaping-by-default templates, no unreviewed `dangerouslySetInnerHTML`, no secrets in code, logs, or client bundles — and names the OWASP Top 10 risks their change touches.","Depth: Applies least privilege; validates/sanitizes inputs; knows common attacks.

Evidenced by: Prevents the common vulnerability classes by construction — XSS, injection, CSRF, SSRF — validating input at trust boundaries with schemas, handling tokens and cookies correctly (HttpOnly/SameSite), and fixing scanner findings without being chased.","Depth: Designs defense in depth; thinks in abuse cases; owns a domain's posture.

Evidenced by: Catches vulnerabilities in review that scanners miss — authz gaps, unsafe deserialization, SSRF paths, XSS-shaped patterns — turning each finding into a guardrail (lint rule, safe wrapper, doc), and owns the capability's browser-side posture (CSP, third-party script trust, session architecture).","Depth: Expert in securing systems at scale; leads red-teaming and remediation.

Evidenced by: Builds secure-by-default platform pieces multiple teams inherit (auth libraries, CSP baselines, input-validation layers, paved-path middleware) and drives remediation campaigns across codebases when pentests find systemic issues.","Depth: Defines security strategy for the org's surface area.

Evidenced by: Sets the org's secure-development standard with the security function — standards, training, tooling, review gates — reporting measurable risk posture to leadership.","Depth: Company-level accountability; authority on the field.

Evidenced by: Owns company product-security strategy from the engineering side, accountable in audits, incidents, and board-level risk conversations."
skill,Security,Application Security,"Authentication, authorization & data protection",BE-15,"Depth: Applies existing auth mechanisms to simple endpoints under review.

Evidenced by: Uses the existing auth middleware and permission checks correctly, never rolling their own crypto or token handling, and checks authorization on the server, never only in the UI.","Depth: Implements standard authentication and authorization flows independently.

Evidenced by: Implements authorization server-side on every path the UI hides — object-level, not just route-level — tests the negative cases (wrong user, expired session, escalation attempts), and handles tokens, sessions, secrets, and PII per policy without reminders.","Depth: Designs auth models autonomously; resolves complex identity, token, and permission cases.

Evidenced by: Designs the access-control model for a capability — roles, resource ownership, tenant isolation, audit trails — documents it, and probes designs for privilege-escalation and data-exposure paths before build; others bring their authorization edge cases to this person.","Depth: Defines auth approaches teams adopt; solves the hardest access-control and trust problems.

Evidenced by: Owns shared identity and authorization infrastructure multiple teams build on (session services, permission frameworks, SSO integration) and leads migrations off legacy schemes without lockouts.","Depth: Sets authentication and authorization strategy across systems; anticipates evolving threats.

Evidenced by: Sets the org's identity, access, and data-protection architecture, treating compliance regimes as engineering requirements and verifying enforcement holds in practice.","Depth: Defines authoritative practice for auth; shapes industry standards and security understanding.

Evidenced by: Makes company-level trust-architecture bets (identity platform, encryption posture, data-residency design) and stands behind them with regulators and enterprise customers."
skill,Security,Application Security,Threat modeling & security review,SEC-05,"Depth: Documents assets, entry points, and obvious threats for a component using a guided method, reviewed by others.

Evidenced by: Answers ""what could go wrong here?"" about their change when asked, and flags anything touching auth, money, or PII for extra review.","Depth: Produces complete threat models for standard systems independently, identifying realistic threats and mitigations.

Evidenced by: Raises abuse cases in design discussions unprompted — enumeration, replay, object-level access mistakes — for features they own.","Depth: Models complex, ambiguous architectures and prioritizes subtle, chained threats others miss.

Evidenced by: Runs lightweight threat models for a capability's significant designs, records the accepted risks, and makes security review a standing part of its design process.","Depth: Defines the threat-modeling methodology and reusable patterns others adopt across teams.

Evidenced by: Facilitates threat modeling across teams and trains engineers to run their own, focusing effort on the highest-value targets.","Depth: Sets threat-modeling strategy and anticipates classes of threats before they become prevalent.

Evidenced by: Owns the org's security-review program and risk register, deciding where scrutiny concentrates.","Depth: Defines authoritative threat-modeling practice that shapes how the discipline reasons about risk.

Evidenced by: Shapes company security posture with threat-informed strategy presented at the executive level."
skill,Security,Supply Chain & Data Protection,Dependency & supply-chain hygiene,SEC-09,"Depth: Verifies artifact provenance and signatures following documented checks, escalating anomalies for review.

Evidenced by: Adds dependencies only through the team's vetting process, keeps lockfiles committed and clean, and acts on automated vulnerability alerts for their changes.","Depth: Configures signing, dependency scanning, and provenance controls independently for standard pipelines.

Evidenced by: Evaluates a package before adopting it — maintenance health, size, license, transitive surface, alternatives including writing it themselves — and keeps the components they own patched without being chased.","Depth: Designs artifact-integrity and dependency-trust controls for complex, ambiguous supply chains.

Evidenced by: Owns the dependency posture of a capability — upgrade cadence, pinning strategy, CVE triage by real exploitability, pruning abandoned packages before they bite — and leads its major framework and runtime upgrades.","Depth: Defines the supply-chain security architecture and verification patterns others adopt.

Evidenced by: Builds supply-chain tooling and policy multiple teams follow (allowlists, automated updates, provenance checks, internal registries) and coordinates response when a shared dependency is compromised.","Depth: Sets supply-chain assurance strategy and anticipates emerging artifact and dependency threats.

Evidenced by: Sets org supply-chain security posture — SBOM practice, artifact signing, build integrity, vendor risk — with compliance and security functions, reporting exposure to leadership.","Depth: Defines authoritative supply-chain security practice that shapes industry expectations.

Evidenced by: Owns company software supply-chain strategy and represents it to customers and auditors."
skill,Security,Supply Chain & Data Protection,Data protection & privacy,OPS-09,"Depth: Knows data handling has privacy implications; follows rules.

Evidenced by: Handles personal data per the team's rules — no PII in logs, URLs, or analytics, no secrets in code or client bundles — and asks before adding any new data collection.","Depth: Applies PII handling, redaction, residency and retention correctly.

Evidenced by: Applies minimization by default in their features — collects only what's needed, encrypts what the standard requires, keeps PII out of client caches and telemetry, applies retention rules without prompting.","Depth: Designs for compliance (consent, audit trails, regional rules); owns readiness for a domain.

Evidenced by: Owns the data-protection design of a capability — classification, encryption expectations, retention, deletion paths that actually delete — and catches privacy problems in design review before legal has to.","Depth: Expert at translating regulation into controls; represents engineering in audits.

Evidenced by: Builds privacy-preserving infrastructure multiple teams rely on (deletion pipelines, consent propagation, PII-safe logging libraries) and remediates cross-team data-handling gaps.","Depth: Sets org compliance strategy; anticipates regulation.

Evidenced by: Owns the org's privacy engineering program with legal and security, translating regulation into platform defaults teams can follow.","Depth: Authoritative on the landscape; trusted interface to regulators.

Evidenced by: Shapes company data strategy where product value and privacy obligations trade off, and answers for it to regulators and customers."
skill,Collaboration & Communication,Communication,Technical writing & documentation,CC-02,"Depth: Shares what they learn; keeps their docs accurate.

Evidenced by: Writes PR descriptions, bug reports, and status updates a reviewer can act on without asking questions, and updates the docs their change makes stale.","Depth: Documents their area well; proactively shares techniques with the team.

Evidenced by: Documents their features so the next engineer needs no meeting — READMEs, runbooks, ADR-style decision notes stating problem, options, and choice — matched to the reader, not the writer.","Depth: Creates documentation and forums that raise a whole domain's understanding.

Evidenced by: Writes design docs that anchor a capability's decisions — conclusion first, alternatives named, trade-offs argued, open questions explicit — that get cited months later, and edits others' docs to sharpen the argument, not the grammar.","Depth: Builds knowledge-sharing systems adopted across teams.

Evidenced by: Writes the RFCs and strategy docs that align multiple teams on contested decisions, framing trade-offs so disagreement is about substance, not confusion, structured so busy readers reach the decision point fast.","Depth: Defines how the org captures and spreads knowledge.

Evidenced by: Writes the strategy and standards documents the organization executes against, legible to both engineers and executives, and raises the org's documentation bar by example.","Depth: Shapes industry-facing knowledge practice.

Evidenced by: Writes the company-defining technical narratives — public engineering posts, architecture visions, board-level briefs — that survive scrutiny from the board, customers, and the industry."
skill,Collaboration & Communication,Communication,Stakeholder communication,CC-01,"Depth: Communicates status clearly; documentation is accurate.

Evidenced by: Gives accurate, honest status in standups and tickets — says what's blocked and what's at risk instead of ""almost done.""","Depth: Writes clear design notes, runbooks and PRs; explains trade-offs without overselling.

Evidenced by: Explains their technical work to non-engineers in outcome terms and warns stakeholders of slips as soon as they know, with a revised plan attached.","Depth: Writes design docs that drive decisions; translates technical risk for non-technical stakeholders.

Evidenced by: Translates a capability's technical state for any audience — risk for product, cost for finance-minded leaders, options for executives — and runs the meetings where those audiences decide.","Depth: Expert at making complex capability/risk legible to executives without dumbing it down; RFCs align orgs.

Evidenced by: Keeps multiple teams' stakeholders aligned through change — reorganizations, migrations, slipped bets — with communication others cite as the reason it went smoothly.","Depth: Strategy memos leadership acts on; org-wide and external reach.

Evidenced by: Represents engineering reality to org leadership in planning and crisis alike, and is trusted to do so unfiltered.","Depth: A clarifying voice at company scale; externally recognized.

Evidenced by: Represents the company's technology externally — customers, partners, boards — without overclaiming."
skill,Collaboration & Communication,Communication,Technical discussion & decision-making,CC-05,"Depth: Voices disagreement respectfully; disagrees-and-commits.

Evidenced by: Asks questions in design discussions that clarify rather than derail, and states their own view with its reasoning when asked.","Depth: Works through disagreement to a decision without damaging relationships.

Evidenced by: Argues positions from evidence and drops them gracefully when out-argued, committing visibly to decisions they disagreed with.","Depth: Mediates technical disputes in their domain; finds the path that holds up.

Evidenced by: Facilitates decisions rather than winning them — surfacing the quiet dissent, timeboxing the debate, recording the outcome and its rationale where the next person will find it.","Depth: Resolves high-stakes disagreements between senior stakeholders across orgs.

Evidenced by: Brokers technical decisions between teams with conflicting interests, finding the option that unblocks both and getting explicit commitment from each.","Depth: Designs the decision processes the org uses to resolve conflict.

Evidenced by: Designs the org's technical decision-making mechanisms (review boards, RFC processes) so decisions are fast, owned, and durable.","Depth: Sets the company norm for principled disagreement.

Evidenced by: Carries the company's hardest technical calls to conclusion, aligning executives and engineering when they disagree."
skill,Collaboration & Communication,Teamwork,Feedback & candor,CC-04,"Depth: Accepts feedback non-defensively; acts on it.

Evidenced by: Receives feedback without defensiveness and acts on it visibly; thanks reviewers for hard comments, asks clarifying questions instead of relitigating, and says so when something seems wrong rather than staying silent.","Depth: Gives timely, specific, kind feedback to peers.

Evidenced by: Gives peers direct, kind, specific feedback near the moment — in review, retros, and one-on-ones — following up on whether it landed, and raises team-process problems with a proposed fix.","Depth: Gives growth-oriented feedback that changes behavior; coaches through feedback.

Evidenced by: Names the uncomfortable thing in the room — a slipping standard, a struggling teammate, a design being talked around — early and in a way people can hear, and models receiving hard feedback publicly.","Depth: Builds feedback norms that raise the bar across teams.

Evidenced by: Gives feedback across team and level boundaries, including upward to leaders whose decisions are not working and to senior engineers nobody else will, repairing cross-team frictions before they become escalations.","Depth: Sets the org's culture of candor and growth.

Evidenced by: Builds feedback culture deliberately across the org — coaching senior engineers on candor, intervening where silence has become the norm, and challenging org-level decisions on the record so others can too.","Depth: Models and defines feedback culture company-wide.

Evidenced by: Tells company leadership the truths no one else will, with the evidence, standing, and framing to change the outcome."
skill,Collaboration & Communication,Teamwork,Cross-functional collaboration,CC-03,"Depth: Responsive to feedback; pairs willingly; asks for help appropriately.

Evidenced by: Asks clarifying questions about acceptance criteria before building, flags when a mock is ambiguous or technically awkward rather than guessing, and raises blockers the day they appear.","Depth: Collaborates smoothly with adjacent functions; handles disagreement constructively.

Evidenced by: Engages design and product early, working from problem statements rather than just tickets — flags technical constraints while alternatives are still cheap and translates engineering trade-offs into terms partners can decide on.","Depth: Builds strong cross-team relationships; resolves friction directly.

Evidenced by: Operates as the engineering counterpart to product and design for a capability — negotiates scope with data, shapes the roadmap with technical possibility rather than feasibility vetoes, and disagrees-and-commits visibly.","Depth: Expert at aligning teams with competing priorities; mediates disputes between senior people.

Evidenced by: Untangles cross-team dependency knots, clarifying interaction modes and ownership so teams stop blocking each other, keeping decisions made in one room honored in the others.","Depth: Creates the forums and processes through which collaboration happens.

Evidenced by: Designs the org's team boundaries and interaction patterns with leadership, applying cognitive-load reasoning to reorganizations and partnering with product leadership on the roadmap.","Depth: Builds coalitions at company scale and externally.

Evidenced by: Aligns engineering with company strategy across functions, trusted by product, design, and executive peers as a co-owner of outcomes."
skill,Leadership & Business Impact,Growing People & Direction,Mentoring & growing engineers,LI-01,"Depth: Receptive to mentoring; shares what they learn.

Evidenced by: Asks questions in public channels so the answers help others, improves the onboarding docs as they onboard, and helps the next new person with what they just learned.","Depth: Helps onboard teammates; informally mentors juniors.

Evidenced by: Onboards new teammates and unblocks juniors day to day — pairing generously, explaining the why behind conventions rather than just the rules — without doing the work for them.","Depth: Coaches engineers with growth-oriented feedback; measurably improves a team's skill.

Evidenced by: Mentors engineers deliberately toward independence — stretch tasks with a safety net, growth-oriented review comments, career conversations, questions rather than answers — with mentees whose progression is visible to others.","Depth: Develops future leads across teams; shapes hiring and onboarding.

Evidenced by: Grows senior engineers into capability owners — sponsoring them into visible problems, coaching their design judgment through rather than taking over — and creates the structures (guilds, review rotations, design shadowing) where mentoring happens without them.","Depth: Develops senior engineers and leaders; builds culture deliberately.

Evidenced by: Builds the org's talent-growth machinery — mentoring programs, promotion-calibration input, technical curricula, the hiring bar — and grows the next staff engineers, sponsoring rather than just advising.","Depth: Develops the next generation of top talent; legacy outlasts tenure.

Evidenced by: Develops the company's senior technical bench — shaping who its next principals are and what excellence means here — and is the mentor its top engineers seek out."
skill,Leadership & Business Impact,Growing People & Direction,Technical direction & influence,LI-03,"Depth: Contributes informed opinions in technical discussions.

Evidenced by: Drives their own tasks to done — chases reviews, resolves ambiguity by asking, raises risks early, and proposes next steps rather than waiting for assignment.","Depth: Influences component-level decisions through credibility.

Evidenced by: Leads small efforts they're part of and drives small technical decisions to conclusion — proposes, gathers input, decides or escalates — rather than letting them drift.","Depth: Sets technical direction for a domain; others align to their calls.

Evidenced by: Sets technical direction for a capability others follow voluntarily — a vision people can repeat, work broken down and sequenced risk-first, the team unblocked, contested decisions landed by argument rather than seniority. This is the terminal-level bar: sustained excellence here is a complete career.","Depth: Shapes how multiple teams approach problems; trusted tiebreaker.

Evidenced by: Aligns multiple teams on a technical direction none of them owns alone — builds the coalition, does the 1:1 persuasion and the written case, absorbs the disagreement, and stays accountable through delivery.","Depth: Influences org-wide technical strategy.

Evidenced by: Sets technical direction an organization executes against — picks the few bets that matter, kills zombie projects, chooses what not to do as visibly as what to do — and gets it resourced.","Depth: Influences company strategic direction through insight.

Evidenced by: Sets company technical direction with the executive team — the bets, the narrative, and the accountability for them — carried credibly to boards, customers, and the industry."
skill,Leadership & Business Impact,Product & Business Impact,Product thinking,PD-06,"Depth: Understands the capability they're building and who uses it.

Evidenced by: Explains who uses the feature they're building and why it matters in their own words, tries their own change as a user before calling it done, and flags when a spec seems to contradict the user's goal.","Depth: Frames own work in user/business outcomes, not just tasks.

Evidenced by: Uses product analytics and user feedback on features they ship — checks whether the thing worked, not just whether it deployed — and proposes simpler versions that deliver the same outcome.","Depth: Treats their area as a product; uses metrics to decide what to build for a domain.

Evidenced by: Contributes to discovery, not just delivery — prototypes to de-risk, brings usage data and user pain to planning, challenges requirements with evidence, and kills their own pet solutions when the data says so.","Depth: Expert at aligning technical bets with product strategy across teams.

Evidenced by: Spots the product opportunities and risks that only cross-team technical vantage reveals, killing or redirecting initiatives early with evidence rather than late with delivery pain.","Depth: Sets product direction for an org's technical surface.

Evidenced by: Influences org product strategy with technical possibility — opening options product didn't know were cheap and closing ones that look cheap but aren't — as a peer to product leadership.","Depth: Shapes how the company creates value through technical products.

Evidenced by: Shapes company product direction through technology bets, spotting the platform shifts that change the business."
skill,Leadership & Business Impact,Product & Business Impact,"Scoping, prioritization & estimation",PD-02,"Depth: Works highest-priority-first when told the priorities.

Evidenced by: Breaks their tasks into day-sized pieces, flags slips the day they're known, and finishes what they start — working the agreed priority order rather than the interesting order.","Depth: Makes sound priority calls within scope; time-boxes uncertain work.

Evidenced by: Slices features into thin vertical increments that ship value early — decomposing across frontend, backend, and migration work — estimates with stated assumptions, distinguishes must-have from nice-to-have, and says no to scope creep with a reason.","Depth: Balances cost/value/risk across a domain; resists hype; decisions hold up over months.

Evidenced by: Sequences a capability's work by expected impact, risk, and cost of delay — hardest unknowns first, states what they're deliberately not doing — and is trusted to trade quality, scope, and time inside the capability without escalation; their estimates are the ones planning trusts.","Depth: Expert at portfolio-level trade-offs; surfaces hidden assumptions; trusted tiebreaker.

Evidenced by: De-risks and rebalances multi-team programs — finds the critical path across teams, keeps every team's slice independently shippable, and cancels or shrinks initiatives with sunk costs when the math says to.","Depth: Sets decision frameworks for the org.

Evidenced by: Shapes org-level investment allocation — product vs. platform vs. paydown, honest capacity math, the mechanisms that keep commitments credible — with the economic case written down.","Depth: Influences company strategic direction through judgment.

Evidenced by: Answers for the company's biggest technical commitments — to the board, to customers — re-planning publicly when reality changes; their read on feasibility is treated as load-bearing."
