capability_id,level,source_keys,why
DATA-04,P5,dreyfus1980;sfia9,"Setting change-propagation strategy and anticipating evolving capture techniques is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-04,P6,dreyfus1980;sfia9,"Defining industry standards for change data capture and being externally credible is Dreyfus's master band, SFIA Level 7."
DATA-05,P1,dreyfus1980;sfia9,"Implementing predefined tables and relationships under review is supervised execution of someone else's model -- Dreyfus novice, SFIA Level 2."
DATA-05,P2,dreyfus1980;kimball2013,Designing standard warehouse models independently for routine subject areas applies Kimball & Ross's established dimensional-modeling technique to a new subject area without inventing new structure -- Dreyfus's advanced-beginner band.
DATA-05,P3,dreyfus1980;kimball2013,Modeling ambiguous domains autonomously and resolving hard normalization/historization trade-offs is Dreyfus's competent band; Kimball & Ross treat historization (slowly changing dimension) design as the recurring hard judgment call separating a working schema from a correct one.
DATA-05,P4,dreyfus1980;kimball2013,Defining modeling conventions and warehouse architecture others adopt is Dreyfus's proficient band -- moving from modeling one domain to authoring the conventions Kimball's own methodology calls the enterprise bus that other teams' models must conform to.
DATA-05,P5,dreyfus1980;sfia9,"Setting enterprise data-modeling strategy and anticipating storage-paradigm shifts is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-05,P6,dreyfus1980;sfia9;kimball2013,"Defining what good warehouse modeling means industry-wide and being externally recognized is Dreyfus's master band, SFIA Level 7 -- the register Kimball & Ross's own toolkit occupies as an industry reference."
DATA-06,P1,dreyfus1980;sfia9,"Building facts and dimensions from supplied designs under review is supervised execution of someone else's dimensional design -- Dreyfus novice, SFIA Level 2."
DATA-06,P2,dreyfus1980;kimball2013,Designing standard star schemas independently for routine analytics needs applies Kimball & Ross's star-schema technique to a new mart without deviation -- Dreyfus's advanced-beginner band.
DATA-06,P3,dreyfus1980;kimball2013,"Modeling complex grains, slowly-changing dimensions, and conformance issues autonomously is Dreyfus's competent band; grain and SCD-type selection are exactly the judgment calls Kimball & Ross document as separating textbook star schemas from production ones."
DATA-06,P4,dreyfus1980;kimball2013,"Defining dimensional modeling patterns and conformed-dimension standards others adopt is Dreyfus's proficient band -- authoring the conformed-dimension bus Kimball & Ross describe as the enterprise-wide integration layer, not just building one mart."
DATA-06,P5,dreyfus1980;sfia9,"Setting dimensional strategy across analytics domains and anticipating modeling evolution is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-06,P6,dreyfus1980;sfia9,"Shaping industry practice for dimensional modeling and being externally credible is Dreyfus's master band, SFIA Level 7."
DATA-07,P1,dreyfus1980;sfia9,"Writing simple queries from clear requirements with logic reviewed is supervised execution of a specified query -- Dreyfus novice, SFIA Level 2."
DATA-07,P2,dreyfus1980;codd1970,Writing correct multi-join analytical queries independently for routine questions applies Codd's relational join/projection operations correctly and unsupervised for standard cases -- Dreyfus's advanced-beginner band.
DATA-07,P3,dreyfus1980,"Designing complex queries handling tricky aggregations, window logic, and edge-case semantics autonomously is Dreyfus's competent band -- full ownership of ambiguous set-based logic beyond the textbook relational operators."
DATA-07,P4,dreyfus1980,Defining query patterns and reusable analytical building blocks others adopt is Dreyfus's proficient band -- codifying query technique into shared building blocks rather than answering one question at a time.
DATA-07,P5,dreyfus1980;sfia9,"Setting standards for analytical query design and anticipating shifts in query paradigms is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-07,P6,dreyfus1980;sfia9,"Defining best practice for analytical querying across the discipline and being externally recognized is Dreyfus's master band, SFIA Level 7."
DATA-08,P1,dreyfus1980;sfia9,"Applying suggested indexes or partitions under review is supervised execution of someone else's tuning decision -- Dreyfus novice, SFIA Level 2."
DATA-08,P2,dreyfus1980;kleppmann2017-ddia,Tuning routine slow queries and storage layouts independently applies documented indexing/partitioning technique -- the storage-engine trade-offs Kleppmann catalogs -- to a familiar bottleneck -- Dreyfus's advanced-beginner band.
DATA-08,P3,dreyfus1980;kleppmann2017-ddia,"Diagnosing and resolving hard performance and storage-cost problems autonomously is Dreyfus's competent band -- reasoning through the storage-engine internals Kleppmann describes (B-trees, LSM-trees, query planning) rather than applying a known fix."
DATA-08,P4,dreyfus1980,Defining optimization playbooks others adopt and solving pathological bottlenecks is Dreyfus's proficient band -- codifying tuning judgment into a playbook rather than fixing one query at a time.
DATA-08,P5,dreyfus1980;sfia9,"Setting optimization strategy and anticipating emerging storage/execution techniques is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-08,P6,dreyfus1980;sfia9,"Defining industry standards for query and storage optimization and being externally credible is Dreyfus's master band, SFIA Level 7."
DATA-09,P1,dreyfus1980;sfia9,"Running predefined quality checks and flagging failures under guidance is supervised execution of someone else's rule set -- Dreyfus novice, SFIA Level 2."
DATA-09,P2,dreyfus1980;dama-dmbok2,"Building standard validation rules independently and triaging common quality issues applies DAMA-DMBOK2's data-quality dimensions (completeness, accuracy, consistency) to routine checks without designing a new framework -- Dreyfus's advanced-beginner band."
DATA-09,P3,dreyfus1980;dama-dmbok2,"Designing comprehensive quality frameworks and resolving ambiguous root-cause cases autonomously is Dreyfus's competent band -- full ownership of quality-framework design per DAMA-DMBOK2's quality-management function, not just rule execution."
DATA-09,P4,dreyfus1980;dama-dmbok2,Defining quality-checking patterns and severity frameworks others adopt is Dreyfus's proficient band -- codifying DAMA-DMBOK2's quality dimensions into a severity framework other teams reuse.
DATA-09,P5,dreyfus1980;sfia9,"Setting data-quality strategy and anticipating evolving validation approaches is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-09,P6,dreyfus1980;sfia9,"Defining what good data quality means industry-wide and being externally recognized is Dreyfus's master band, SFIA Level 7."
DATA-10,P1,dreyfus1980;sfia9,"Recording lineage and metadata into provided systems under review is supervised data entry against someone else's governance model -- Dreyfus novice, SFIA Level 2."
DATA-10,P2,dreyfus1980;dama-dmbok2,Maintaining governance documentation and lineage for routine assets independently applies DAMA-DMBOK2's data-governance function to standard assets without designing the governance model -- Dreyfus's advanced-beginner band.
DATA-10,P3,dreyfus1980;dama-dmbok2,"Establishing governance and lineage for complex, cross-team data flows autonomously is Dreyfus's competent band -- owning governance design across boundaries the documented model doesn't already cover."
DATA-10,P4,dreyfus1980;dama-dmbok2,"Defining governance frameworks and lineage standards others adopt is Dreyfus's proficient band -- authoring the DAMA-DMBOK2-aligned framework other teams' governance work must conform to, not applying one."
DATA-10,P5,dreyfus1980;sfia9,"Setting enterprise governance strategy and anticipating regulatory/stewardship shifts is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-10,P6,dreyfus1980;sfia9,"Shaping industry practice for data governance and being externally credible is Dreyfus's master band, SFIA Level 7."
DATA-11,P1,dreyfus1980;sfia9,"Maintaining reference lists and match rules under guidance is supervised upkeep of someone else's mastering rules -- Dreyfus novice, SFIA Level 2."
DATA-11,P2,dreyfus1980;dama-dmbok2,Managing standard master and reference data independently with routine deduplication applies DAMA-DMBOK2's master-data-management practices to routine matching -- Dreyfus's advanced-beginner band.
DATA-11,P3,dreyfus1980;dama-dmbok2,"Resolving hard entity-matching, survivorship, and hierarchy conflicts autonomously is Dreyfus's competent band -- survivorship and hierarchy conflict resolution are exactly the judgment calls DAMA-DMBOK2's MDM function reserves for experienced stewardship, not rule automation."
DATA-11,P4,dreyfus1980;dama-dmbok2,Defining mastering and stewardship patterns others adopt across domains is Dreyfus's proficient band -- codifying matching/survivorship logic into reusable patterns rather than resolving one entity conflict at a time.
DATA-11,P5,dreyfus1980;sfia9,"Setting master-data strategy and anticipating evolving entity-resolution approaches is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-11,P6,dreyfus1980;sfia9,"Defining best practice for master data management and being externally recognized is Dreyfus's master band, SFIA Level 7."
DATA-12,P1,dreyfus1980;sfia9,"Applying predefined access and masking rules under review is supervised execution of someone else's control set -- Dreyfus novice, SFIA Level 2."
DATA-12,P2,dreyfus1980;gdpr,Implementing standard privacy controls and access grants independently applies documented GDPR-aligned access/masking controls (Article 25's data protection by design) to routine grants -- Dreyfus's advanced-beginner band.
DATA-12,P3,dreyfus1980;gdpr,"Designing access and privacy schemes for ambiguous, sensitive cases autonomously is Dreyfus's competent band -- GDPR's risk-based, case-specific proportionality requirement (Article 32) is exactly what turns a checklist into a scheme requiring independent judgment."
DATA-12,P4,dreyfus1980;gdpr;dama-dmbok2,Defining privacy and access-control patterns others adopt across the data estate is Dreyfus's proficient band -- codifying GDPR-compliant control patterns into estate-wide standards rather than designing one scheme at a time.
DATA-12,P5,dreyfus1980;sfia9;gdpr,"Setting privacy and stewardship strategy and anticipating regulatory/risk shifts is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6, tracking how regulation itself is shifting."
DATA-12,P6,dreyfus1980;sfia9,"Defining industry standards for data privacy stewardship and being externally credible is Dreyfus's master band, SFIA Level 7."
DATA-13,P1,dreyfus1980;sfia9,"Profiling datasets and producing basic summaries under guidance is supervised execution of a defined summary task -- Dreyfus novice, SFIA Level 2."
DATA-13,P2,dreyfus1980;tukey1977,"Exploring routine datasets independently, surfacing distributions and obvious anomalies, applies Tukey's standard exploratory techniques (stem-and-leaf, box plots, summary statistics) to a new dataset without inventing new technique -- Dreyfus's advanced-beginner band."
DATA-13,P3,dreyfus1980;tukey1977,"Uncovering non-obvious patterns and data issues in ambiguous datasets autonomously is Dreyfus's competent band; Tukey framed exploratory analysis as detective work with no fixed procedure -- the unscripted, self-directed inquiry that separates competent from advanced-beginner use of his own techniques."
DATA-13,P4,dreyfus1980;tukey1977,Defining exploration approaches others adopt and framing what questions data can answer is Dreyfus's proficient band -- moving from applying Tukey's toolkit to authoring the exploration approach a team standardizes on.
DATA-13,P5,dreyfus1980;sfia9,"Setting standards for rigorous exploration and anticipating new analytical techniques is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-13,P6,dreyfus1980;sfia9;tukey1977,"Defining best practice for exploratory analysis across the discipline and being externally recognized is Dreyfus's master band, SFIA Level 7 -- the register Tukey's own founding text occupies."
DATA-14,P1,dreyfus1980;sfia9,"Running prescribed tests and reporting outputs under review is supervised execution of a specified test -- Dreyfus novice, SFIA Level 2."
DATA-14,P2,dreyfus1980;casella-berger2002,"Selecting and applying standard tests independently for routine questions applies Casella & Berger's standard inferential procedures (t-tests, confidence intervals) to textbook-assumption cases -- Dreyfus's advanced-beginner band."
DATA-14,P3,dreyfus1980;casella-berger2002,"Designing sound inference for tricky, assumption-violating cases autonomously and interpreting correctly is Dreyfus's competent band; Casella & Berger devote their advanced chapters precisely to what happens when standard-test assumptions fail, which is the judgment this level requires."
DATA-14,P4,dreyfus1980;casella-berger2002,"Defining inferential methods others adopt and correcting subtle statistical misuse is Dreyfus's proficient band -- teaching and correcting others' application of inference, not just performing it correctly oneself."
DATA-14,P5,dreyfus1980;sfia9,"Setting standards for statistical rigor and anticipating methodological advances is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-14,P6,dreyfus1980;sfia9,"Shaping industry practice for applied inference and being externally credible is Dreyfus's master band, SFIA Level 7."
DATA-15,P1,dreyfus1980;sfia9,"Implementing metric definitions as specified under review is supervised execution of someone else's metric spec -- Dreyfus novice, SFIA Level 2."
DATA-15,P2,dreyfus1980;reis-housley2022,Defining and documenting standard metrics independently with consistent logic applies Reis & Housley's serving-layer/semantic-layer pattern to a new metric without redesigning the model -- Dreyfus's advanced-beginner band.
DATA-15,P3,dreyfus1980;reis-housley2022,Resolving ambiguous or conflicting metric definitions and edge semantics autonomously is Dreyfus's competent band -- owning the judgment calls Reis & Housley flag as the recurring failure mode of ungoverned metrics: multiple teams computing the same number differently.
DATA-15,P4,dreyfus1980;reis-housley2022,"Defining semantic-layer patterns and metric governance others adopt is Dreyfus's proficient band -- authoring the semantic-layer governance Reis & Housley describe as a lifecycle-wide serving concern, not defining one metric."
DATA-15,P5,dreyfus1980;sfia9,"Setting metric and semantic strategy and anticipating shifts in measurement practice is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-15,P6,dreyfus1980;sfia9,"Defining best practice for metric and semantic design and being externally recognized is Dreyfus's master band, SFIA Level 7."
DATA-16,P1,dreyfus1980;sfia9,"Applying prescribed cleaning and reshaping steps under review is supervised execution of a specified transform -- Dreyfus novice, SFIA Level 2."
DATA-16,P2,dreyfus1980;wickham2014,"Transforming and cleaning routine messy data independently applies Wickham's tidy-data structure (each variable a column, each observation a row) to a standard dataset without inventing new reshaping logic -- Dreyfus's advanced-beginner band."
DATA-16,P3,dreyfus1980;wickham2014,"Wrangling severely malformed or complex data into reliable shape autonomously is Dreyfus's competent band -- the cases Wickham's tidy-data framework doesn't resolve out of the box (irregular nesting, inconsistent encodings) that the practitioner must independently reshape."
DATA-16,P4,dreyfus1980,Defining transformation patterns and reusable cleaning logic others adopt is Dreyfus's proficient band -- codifying wrangling technique into shared logic rather than cleaning one dataset at a time.
DATA-16,P5,dreyfus1980;sfia9,"Setting standards for transformation rigor and anticipating evolving wrangling techniques is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-16,P6,dreyfus1980;sfia9;wickham2014,"Defining industry best practice for data transformation and being externally credible is Dreyfus's master band, SFIA Level 7 -- the register Wickham's own tidy-data paper occupies as a widely adopted standard."
DATA-17,P1,dreyfus1980;sfia9,"Producing standard charts from given data and specs under review is supervised execution of a specified chart -- Dreyfus novice, SFIA Level 2."
DATA-17,P2,dreyfus1980;tufte1983,"Creating clear, correct visuals independently for routine reporting needs applies Tufte's basic graphical-integrity principles (accurate axes, appropriate chart-to-data-type mapping) to a standard report -- Dreyfus's advanced-beginner band."
DATA-17,P3,dreyfus1980;knaflic2015,Designing compelling narratives that drive decisions for ambiguous audiences autonomously is Dreyfus's competent band; Knaflic's audience-and-context-first method for building a narrative around a specific decision is exactly the judgment layer above Tufte's graphical-integrity baseline.
DATA-17,P4,dreyfus1980;knaflic2015,"Defining visualization patterns and storytelling standards others adopt is Dreyfus's proficient band -- authoring the storytelling standard other analysts follow, not just telling one story well."
DATA-17,P5,dreyfus1980;sfia9,"Setting the organization's data-storytelling approach and anticipating shifts in communication norms is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-17,P6,dreyfus1980;sfia9;tufte1983,"Defining what good data storytelling means industry-wide and being externally recognized is Dreyfus's master band, SFIA Level 7 -- the register Tufte's own founding text occupies."
DATA-18,P1,dreyfus1980;sfia9,"Building dashboard components from provided requirements under review is supervised execution of a specified component -- Dreyfus novice, SFIA Level 2."
DATA-18,P2,dreyfus1980;few2006,"Designing functional dashboards and self-service views independently for routine needs applies Few's dashboard-design principles (single-screen, at-a-glance layout) to a standard use case -- Dreyfus's advanced-beginner band."
DATA-18,P3,dreyfus1980;few2006,"Designing intuitive, performant self-service experiences for ambiguous user needs autonomously is Dreyfus's competent band -- resolving the layout/performance/usability trade-offs Few treats as dashboard-specific design judgment, for users whose needs aren't already documented."
DATA-18,P4,dreyfus1980;few2006,Defining dashboard and self-service design patterns others adopt is Dreyfus's proficient band -- codifying Few's design principles into a reusable pattern library rather than designing one dashboard.
DATA-18,P5,dreyfus1980;sfia9,"Setting self-service reporting strategy and anticipating shifts in analytics consumption is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-18,P6,dreyfus1980;sfia9,"Defining best practice for self-service reporting and being externally credible is Dreyfus's master band, SFIA Level 7."
DATA-19,P1,dreyfus1980;sfia9,"Capturing stated requirements accurately under guidance is supervised elicitation against a defined ask -- Dreyfus novice, SFIA Level 2."
DATA-19,P2,dreyfus1980;babok3,"Eliciting and documenting routine requirements independently, clarifying obvious gaps, applies BABOK's standard elicitation techniques to a routine ask -- Dreyfus's advanced-beginner band."
DATA-19,P3,dreyfus1980;babok3,Surfacing unstated needs and translating ambiguous asks into clear specs autonomously is Dreyfus's competent band; BABOK's elicitation-and-analysis knowledge area names exactly this -- moving from stated to underlying need -- as the core skill above basic requirements-capture.
DATA-19,P4,dreyfus1980;babok3,"Defining elicitation and translation approaches others adopt across teams is Dreyfus's proficient band -- authoring the BABOK-aligned elicitation approach other analysts standardize on, not eliciting one set of requirements."
DATA-19,P5,dreyfus1980;sfia9,"Setting standards for requirements practice and anticipating evolving stakeholder needs is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-19,P6,dreyfus1980;sfia9,"Defining best practice for stakeholder translation in analytics and being externally recognized is Dreyfus's master band, SFIA Level 7."
DATA-20,P1,dreyfus1980;sfia9,"Learning core domain concepts and applying them to tasks under guidance is supervised, guided domain learning -- Dreyfus novice, SFIA Level 2."
DATA-20,P2,dreyfus1980;babok3,Applying solid domain understanding to routine analytical work independently uses BABOK's business-context and stakeholder-analysis concepts unsupervised on familiar work -- Dreyfus's advanced-beginner band.
DATA-20,P3,dreyfus1980;babok3,Connecting data work to business outcomes and framing hard domain questions autonomously is Dreyfus's competent band; BABOK's Value and Need core concepts (linking a solution back to business value) are exactly what this level operationalizes without guidance.
DATA-20,P4,dreyfus1980,"Defining how domain context shapes analytics approaches others adopt is Dreyfus's proficient band -- codifying domain judgment into an approach others follow, not applying it oneself."
DATA-20,P5,dreyfus1980;sfia9,"Setting direction linking data capability to business strategy and anticipating domain shifts is org-wide anticipatory standard-setting -- Dreyfus's expert band, SFIA Level 6."
DATA-20,P6,dreyfus1980;sfia9,"Being recognized externally for shaping how the domain and data discipline intersect is Dreyfus's master band, SFIA Level 7 -- practice-shaping beyond the organization."
DR-01,P1,dreyfus1980,"Engaging community channels under guidance with reviewed answers is Dreyfus's novice band; routine tasks bounded by rules, not yet judgment calls about community health."
DR-01,P2,dreyfus1980;tuckman1965,"Independently growing a community segment under normal review is the advanced-beginner band; it maps to Tuckman's forming/storming stages, which a P2 advocate can run without redesigning group structure."
DR-01,P3,dreyfus1980;thengvall2018,Building thriving communities and defusing conflict unsupervised is Dreyfus's competent band and matches Thengvall's account of community managers who independently own a program's health -- the shift from following playbooks to owning outcomes.
DR-01,P4,thengvall2018;sfia9,"Defining community-building practices others adopt and reviving flagging communities is Thengvall's account of DevRel leads who set organizational advocacy strategy, beyond running one's own community; SFIA9's higher bands mark this as setting direction for others."
DR-01,P5,sfia9,"Setting org community strategy and anticipating shifts in developer interest is SFIA9's highest autonomy/influence descriptor -- strategic accountability across the organization, not a single community."
DR-01,P6,dreyfus1980;thengvall2018,"Defining what great developer advocacy means, externally recognized, is Dreyfus's master band combined with Thengvall's portrait of DevRel thought leaders who shape the field beyond their employer."
DR-02,P1,dreyfus1980,Collecting feedback and logging friction points under direction is the novice band -- following a defined intake process rather than diagnosing DX problems.
DR-02,P2,dreyfus1980;forsgren2021-space,Running standard feedback loops and surfacing DX issues with normal review is the advanced-beginner band; it covers the Activity and Communication dimensions of the SPACE framework without yet synthesizing across all five.
DR-02,P3,dreyfus1980;forsgren2021-space,Independently diagnosing deep DX problems and closing the loop to real fixes is the competent band and requires triangulating across SPACE's five dimensions rather than reading a single metric.
DR-02,P4,forsgren2021-space,Defining DX-feedback practices others adopt and untangling the hardest experience gaps is what SPACE's authors describe as building the measurement system itself -- moving from using the framework to instituting it for other teams.
DR-02,P5,sfia9,"Setting org DX strategy and anticipating emerging friction is SFIA9's strategic-influence band -- DX ownership at the scale of an organization's whole developer population, not one product's users."
DR-02,P6,dreyfus1980;forsgren2021-space,"Defining what excellent developer experience means and shaping the field's practice is Dreyfus's master band, externally credible the way SPACE's authors became reference points for DX measurement industry-wide."
DR-03,P1,dreyfus1980,"Executing assigned evangelism tasks and amplifying messages under guidance is the novice band -- applying someone else's messaging, not yet crafting persuasive narrative."
DR-03,P2,dreyfus1980;cialdini1984-influence,"Running a standard developer-marketing campaign with normal review is the advanced-beginner band, applying established persuasion patterns rather than adapting them to a skeptical audience."
DR-03,P3,dreyfus1980;cialdini1984-influence,"Independently crafting resonant narratives and adapting to skeptical audiences is the competent band and requires applying Cialdini's persuasion principles -- social proof, authority, consistency -- to a technically literate audience that discounts marketing framing."
DR-03,P4,thengvall2018,"Defining evangelism approaches others adopt and turning around messaging that fell flat is Thengvall's description of DevRel leads who set the org's advocacy playbook, beyond running one's own campaign."
DR-03,P5,sfia9,Setting developer-marketing strategy and anticipating which narratives will land next is SFIA9's strategic-influence band applied to messaging direction across the whole developer audience.
DR-03,P6,dreyfus1980;thengvall2018,Defining authentic developer evangelism and being externally credible on it is Dreyfus's master band; Thengvall's field describes this as becoming a reference point other DevRel practitioners study.
DR-04,P1,dreyfus1980,"Drafting content from outlines and revising under review is the novice band -- following a given structure, not yet making content decisions independently."
DR-04,P2,dreyfus1980;bhatti2021-docsfordevelopers,"Producing accurate, clear technical content independently with normal review is the advanced-beginner band, applying the drafting-and-review lifecycle Docs for Developers lays out without yet owning ambiguous scope."
DR-04,P3,dreyfus1980;bhatti2021-docsfordevelopers,Independently creating content for complex topics and ambiguous audiences is the competent band and matches Docs for Developers' account of writers who scope and structure content for users they must first understand.
DR-04,P4,sfia9,Defining content standards others adopt and elevating the hardest technical pieces moves beyond producing content to setting the org's content craft bar -- SFIA9's higher responsibility bands describe this shift from execution to standard-setting.
DR-04,P5,sfia9,"Setting org content strategy and anticipating which topics developers will need is SFIA9's strategic-influence band -- planning content coverage ahead of demand, not responding to a backlog."
DR-04,P6,dreyfus1980;bhatti2021-docsfordevelopers,Defining what excellent technical content looks like and shaping external practice is Dreyfus's master band -- the discipline-shaping level Docs for Developers' authors themselves occupy as widely cited practitioners.
DR-05,P1,dreyfus1980,Writing and updating doc pages within an existing structure under guidance is the novice band -- working inside an information architecture someone else designed.
DR-05,P2,dreyfus1980;procida-diataxis,"Authoring and organizing documentation for a product area with normal review is the advanced-beginner band, applying Diataxis's tutorial/how-to/reference/explanation categories to known content rather than resolving structural ambiguity."
DR-05,P3,dreyfus1980;rosenfeld-morville2015,"Independently architecting coherent doc structures for complex, evolving products is the competent band and requires the structural judgment Rosenfeld & Morville describe as information architecture proper -- organizing for findability, not just writing pages."
DR-05,P4,rosenfeld-morville2015,"Defining information-architecture standards others adopt and restructuring tangled doc sets is Rosenfeld & Morville's account of IA practitioners who redesign systems, not just organize one product's docs."
DR-05,P5,sfia9,"Setting org documentation strategy and anticipating structural scaling needs is SFIA9's strategic-influence band -- planning IA ahead of the org's growth, not reacting to it."
DR-05,P6,dreyfus1980;procida-diataxis,Defining great developer documentation and information architecture for the field is Dreyfus's master band; Diataxis itself is an example of a practitioner-built framework that reshaped industry practice.
DR-06,P1,dreyfus1980;chicago-manual-style17,"Applying style rules and fixing errors under an editor's guidance is the novice band -- following a style guide's rules, not yet adjudicating ambiguous cases."
DR-06,P2,dreyfus1980;google-dev-style,"Editing content to standard and enforcing routine governance with normal review is the advanced-beginner band, applying an established house style to typical cases."
DR-06,P3,dreyfus1980;chicago-manual-style17,Independently editing complex material and adjudicating ambiguous style and quality calls is the competent band -- resolving the cases a style guide doesn't explicitly cover.
DR-06,P4,google-dev-style;msft-style-guide,Defining editorial standards others adopt and resolving the hardest governance disputes is what large developer platforms formalize as their own style guide -- writing the rules rather than applying someone else's.
DR-06,P5,sfia9,"Setting org content-governance strategy and anticipating quality risks at scale is SFIA9's strategic-influence band -- governance as a system, not a queue of edits."
DR-06,P6,dreyfus1980;chicago-manual-style17,"Defining editorial excellence and content governance for the discipline externally is Dreyfus's master band -- the level at which a practitioner's style guide becomes an industry reference, as Chicago's has for a century of publishing."
DR-07,P1,dreyfus1980,"Tagging content for localization and tracking coverage under direction is the novice band -- mechanical application of a localization checklist, not strategy."
DR-07,P2,dreyfus1980;w3c-i18n,"Executing a content and localization plan for an area with normal review is the advanced-beginner band, applying W3C's internationalization practices to a defined scope."
DR-07,P3,dreyfus1980;halvorson2012-contentstrategy,"Independently shaping content strategy and resolving complex localization trade-offs is the competent band and matches Halvorson & Rach's account of content strategists who make lifecycle and locale trade-offs, not just produce content."
DR-07,P4,halvorson2012-contentstrategy;unicode-cldr,Defining content-strategy and localization practices others adopt across teams is Halvorson & Rach's higher-order content strategy -- governance frameworks other teams inherit -- combined with locale-data standardization at scale.
DR-07,P5,sfia9,Setting the org's global content strategy and anticipating emerging audience needs is SFIA9's strategic-influence band -- planning content and locale coverage ahead of expansion.
DR-07,P6,dreyfus1980;halvorson2012-contentstrategy,Defining what world-class content strategy and localization mean for the field is Dreyfus's master band; Halvorson is herself cited as the practitioner who set this field's terms.
DR-08,P1,dreyfus1980,Delivering prepared training material and supporting learners under guidance is the novice band -- running someone else's curriculum.
DR-08,P2,dreyfus1980;dirksen2016-design4learning,"Building and running standard enablement for a topic with normal review is the advanced-beginner band, applying Dirksen's instructional-design patterns to a known topic."
DR-08,P3,dreyfus1980;dirksen2016-design4learning,Independently designing learning paths for complex topics and varied skill levels is the competent band and requires the learner-modeling judgment Dirksen describes for open-ended instructional design.
DR-08,P4,kirkpatrick1994,"Defining enablement approaches others adopt and rescuing ineffective programs requires evaluating training outcomes the way Kirkpatrick's four levels prescribe -- reaction, learning, behavior, and results -- not just running sessions."
DR-08,P5,sfia9,"Setting the org's developer-education strategy and anticipating future learning needs is SFIA9's strategic-influence band, planning enablement investment ahead of need."
DR-08,P6,dreyfus1980;kirkpatrick1994,"Defining what effective developer education means and shaping external practice is Dreyfus's master band -- the level at which an educator's evaluation model, like Kirkpatrick's, becomes the field's standard."
DR-09,P1,dreyfus1980,Delivering a prepared talk or demo with coaching and review is the novice band -- executing a rehearsed script with a coach present.
DR-09,P2,dreyfus1980;gallo2014-talkliketed,"Presenting standard talks and demos independently with normal review is the advanced-beginner band, applying learned presentation structure without yet handling the room's unpredictability."
DR-09,P3,dreyfus1980;gallo2014-talkliketed,Independently commanding tough rooms and recovering gracefully when demos break is the competent band and is exactly the improvisational skill Gallo documents across top technical presenters -- composure when the plan fails.
DR-09,P4,gallo2014-talkliketed,"Defining presentation and demo craft others adopt and coaching them to improve moves from performing to teaching Gallo's techniques to others -- the coach, not just the presenter."
DR-09,P5,sfia9,"Setting the org's speaking strategy and anticipating which stages and stories matter is SFIA9's strategic-influence band -- choosing where the org shows up, not just how one talk goes."
DR-09,P6,dreyfus1980;gallo2014-talkliketed,Defining what compelling technical speaking looks like and being externally renowned for it is Dreyfus's master band -- the level of the speakers Gallo studied to write the book in the first place.
DR-10,P1,dreyfus1980,"Writing basic sample snippets from specs under guidance is the novice band -- translating a given spec into example calls, not yet composing a narrative."
DR-10,P2,dreyfus1980;openapi-spec,"Producing clear, working samples that illustrate an API with normal review is the advanced-beginner band, accurately reflecting a documented interface without yet making it intuitive for a first-time user."
DR-10,P3,dreyfus1980;bhatti2021-docsfordevelopers,"Independently crafting samples that make complex APIs intuitive and telling a clear story is the competent band and matches Docs for Developers' treatment of code samples as narrative devices, not just correctness demos."
DR-10,P4,google-dev-style,Defining sample-and-storytelling standards others adopt and reworking confusing examples is setting the sample-code conventions a whole platform's docs follow -- the kind of house standard Google's developer style guide formalizes for code examples.
DR-10,P5,sfia9,Setting the org's API-storytelling strategy and anticipating which patterns developers need is SFIA9's strategic-influence band -- planning sample coverage ahead of what developers will ask for.
DR-10,P6,dreyfus1980;bhatti2021-docsfordevelopers,Defining what excellent API storytelling through code means and shaping external practice is Dreyfus's master band -- the discipline-setting level Docs for Developers' authors themselves work at.
EM-01,P1,dreyfus1980;grove1983-high-output-management,"Drafting feedback under a manager's guidance before it is delivered is Dreyfus's novice stage -- following someone else's judgment rather than exercising their own; Grove's High Output Management ties review quality directly to the reviewer's own calibration, which a novice has not yet built."
EM-01,P2,dreyfus1980;grove1983-high-output-management,"Running standard review cycles independently with normal oversight is Grove's baseline one-on-one/appraisal cadence applied at Dreyfus's advanced-beginner level -- routine cases handled alone, calibration still checked by a manager."
